Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
3667;Reagan Foxx;;82% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;6;;82%;;ok(27);;0.1430;;0.6466;0;;"Få träningsbilder (6 st); Hög andel misslyckade bilder (82%)";
3668;Mia Cheers;Anna Katarina;Personerna har liknande ansiktsdrag (avstånd 0.608). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Anna Katarina har 67% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;5;6;38%;67%;ok(3);"high_yaw(11); no_faces(1)";0.1983;0.1566;0.6082;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Anna Katarina (avstånd 0.608)";"Få träningsbilder (6 st); Ömsesidig förväxling med Mia Cheers (avstånd 0.608); Hög andel misslyckade bilder (67%)"
3669;Aline Rios;;80% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;10;;80%;;"high_yaw(21); no_faces(18); low_focus(1)";;0.2132;;0.7058;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (80%); 1 outlier-embedding(s)";
3670;Barbie Pink;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;5;;38%;;ok(3);;0.1982;;0.6552;0;;Få träningsbilder (5 st);
3671;Molly Gibbs;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;4;;33%;;ok(2);;0.1732;;0.6641;0;;Få träningsbilder (4 st);
3672;Juana Bush;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;3;;62%;;ok(5);;0.0815;;0.6045;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (62%)";
3673;Unice;;62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;5;;62%;;ok(8);;0.1501;;0.7276;0;;"Få träningsbilder (5 st); Hög andel misslyckade bilder (62%)";
3674;Bella Venusia;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;5;;38%;;ok(3);;0.1981;;0.6847;0;;Få träningsbilder (5 st);
3675;Alina Rose;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;5;;44%;;ok(4);;0.1842;;0.7012;0;;Få träningsbilder (5 st);
3676;Sara Hilton;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;7;;36%;;ok(4);;0.1717;;0.6568;1;;"Få träningsbilder (7 st); 1 outlier-embedding(s)";
3677;Sherry Lee;Donna Ewin;Personerna har liknande ansiktsdrag (avstånd 0.674). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.303;7;48;42%;35%;ok(5);ok(26);0.1610;0.2087;0.6738;1;1;"Få träningsbilder (7 st); Ömsesidig förväxling med Donna Ewin (avstånd 0.674); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Sherry Lee (avstånd 0.674); 1 outlier-embedding(s)"
3678;Curly Ann;Elysia Sky;Personerna har liknande ansiktsdrag (avstånd 0.658). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.303;4;7;50%;12%;ok(4);ok(1);0.1395;0.1858;0.6585;0;0;"Få träningsbilder (4 st); Ömsesidig förväxling med Elysia Sky (avstånd 0.658)";"Få träningsbilder (7 st); Ömsesidig förväxling med Curly Ann (avstånd 0.658)"
3679;Roxxxie Blakhart;;53% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;8;;53%;;ok(9);;0.2669;;0.7259;0;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (53%)";
3680;Jessalyn Gilsig;;60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;6;;60%;;ok(9);;0.0750;;0.6738;1;;"Få träningsbilder (6 st); Hög andel misslyckade bilder (60%); 1 outlier-embedding(s)";
3681;Arianna Steele;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;6;;25%;;ok(2);;0.1450;;0.7006;1;;"Få träningsbilder (6 st); 1 outlier-embedding(s)";
3682;Sofia H Aminora;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.303;8;;27%;;ok(3);;0.3182;;0.7454;0;;Hög varians – troligen blandade identiteter i mappen;
3683;Hot Doll Iris;Victoria Lobov;Personerna har liknande ansiktsdrag (avstånd 0.562). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.303;5;27;38%;46%;ok(3);"high_yaw(15); low_focus(6); no_faces(2)";0.1480;0.1793;0.5617;0;2;"Få träningsbilder (5 st); Ömsesidig förväxling med Victoria Lobov (avstånd 0.562)";"Ömsesidig förväxling med Hot Doll Iris (avstånd 0.562); 2 outlier-embedding(s)"
3684;Renae Morgan;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;7;;46%;;ok(6);;0.1518;;0.7344;1;;"Få träningsbilder (7 st); 1 outlier-embedding(s)";
3685;Emanuel Tilly;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;4;;33%;;ok(2);;0.1726;;0.6023;0;;Få träningsbilder (4 st);
3686;Sierra Knight;;83% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;8;;83%;;ok(39);;0.2067;;0.6973;0;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (83%)";
3687;Temar Bush;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;4;;43%;;ok(3);;0.1534;;0.7166;0;;Få träningsbilder (4 st);
3688;Valley Vale;Coreline Blue;Personerna har liknande ansiktsdrag (avstånd 0.681). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Valley Vale har bara 3 bilder – samla fler träningsbilder.;0.303;3;7;50%;30%;ok(3);ok(3);0.1057;0.1547;0.6811;0;0;"Mycket få träningsbilder (3 st); Ömsesidig förväxling med Coreline Blue (avstånd 0.681)";"Få träningsbilder (7 st); Ömsesidig förväxling med Valley Vale (avstånd 0.681)"
3689;Chanell Heart;;55% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;9;;55%;;ok(11);;0.2956;;0.6783;0;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (55%)";
3690;Ashley Ilenfeld;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;5;;17%;;ok(1);;0.2389;;0.6784;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder";
3691;Rina Umemiya;;65% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;8;;65%;;ok(15);;0.1951;;0.5533;0;;Hög andel misslyckade bilder (65%);
3692;Barbara Gregorio;XxLayna Marie;Hög varians i XxLayna Marie tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | XxLayna Marie har 51% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;5;18;44%;51%;ok(4);ok(19);0.1833;0.2714;0.6350;0;1;"Få träningsbilder (5 st); Ömsesidig förväxling med XxLayna Marie (avstånd 0.635)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Barbara Gregorio (avstånd 0.635); Hög andel misslyckade bilder (51%); 1 outlier-embedding(s)"
3693;Becky Wunder;Victoria Nicole;Hög varians i Becky Wunder tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Victoria Nicole har 59% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;10;19;50%;59%;ok(10);ok(27);0.2548;0.2287;0.5867;1;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Victoria Nicole (avstånd 0.587); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Becky Wunder (avstånd 0.587); Hög andel misslyckade bilder (59%); 1 outlier-embedding(s)"
3694;Angelik Duval;Fiery Lioness;Hög varians i Angelik Duval tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.303;9;15;36%;32%;ok(5);ok(7);0.2600;0.1983;0.6456;1;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Fiery Lioness (avstånd 0.646); 1 outlier-embedding(s)";"Ömsesidig förväxling med Angelik Duval (avstånd 0.646); 1 outlier-embedding(s)"
3695;Rossy Bush;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;3;;57%;;ok(4);;0.0910;;0.7024;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (57%)";
3696;Alicia Silver;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.303;8;;27%;;ok(3);;0.2341;;0.7217;1;;"Medelhög varians – möjligen blandade bilder; 1 outlier-embedding(s)";
3697;Zhanet A Indy;Victoria Sin;Personerna har liknande ansiktsdrag (avstånd 0.593). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Victoria Sin har 64% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;7;20;50%;64%;ok(7);ok(36);0.1341;0.2417;0.5928;1;1;"Få träningsbilder (7 st); Ömsesidig förväxling med Victoria Sin (avstånd 0.593); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Zhanet A Indy (avstånd 0.593); Hög andel misslyckade bilder (64%); 1 outlier-embedding(s)"
3698;Brandi May;;80% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;5;;80%;;"no_faces(9); high_yaw(6); low_focus(5)";;0.1119;;0.6874;0;;"Få träningsbilder (5 st); Hög andel misslyckade bilder (80%)";
3699;Cara Lott;;56% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;8;;56%;;ok(10);;0.1775;;0.6617;1;;"Hög andel misslyckade bilder (56%); 1 outlier-embedding(s)";
3700;Velvet Rose;;58% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;5;;58%;;ok(7);;0.1552;;0.6671;0;;"Få träningsbilder (5 st); Hög andel misslyckade bilder (58%)";
3701;Christina Shine;Melanie Gold;Personerna har liknande ansiktsdrag (avstånd 0.596). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Christina Shine har 53% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Melanie Gold har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;7;20;53%;60%;ok(8);"high_yaw(22); no_faces(4); low_focus(4)";0.2273;0.2221;0.5965;0;1;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Melanie Gold (avstånd 0.596); Hög andel misslyckade bilder (53%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Christina Shine (avstånd 0.596); Hög andel misslyckade bilder (60%); 1 outlier-embedding(s)"
3702;Mila Zerra;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.303;7;;0%;;;;0.3385;;0.6773;0;;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen";
3703;Aurora Winters;Ember Snow;Hög varians i Ember Snow tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Aurora Winters har 57% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;6;21;57%;45%;ok(8);ok(17);0.1909;0.3225;0.6149;0;0;"Få träningsbilder (6 st); Ömsesidig förväxling med Ember Snow (avstånd 0.615); Hög andel misslyckade bilder (57%)";"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Aurora Winters (avstånd 0.615)"
3704;Rena Lynn;;64% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;5;;64%;;ok(9);;0.1432;;0.7154;0;;"Få träningsbilder (5 st); Hög andel misslyckade bilder (64%)";
3705;Victoria Norton;Tasty Luscious;Personerna har liknande ansiktsdrag (avstånd 0.652). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Tasty Luscious har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;4;16;50%;69%;ok(4);ok(35);0.1385;0.2135;0.6517;0;2;"Få träningsbilder (4 st); Ömsesidig förväxling med Tasty Luscious (avstånd 0.652)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Victoria Norton (avstånd 0.652); Hög andel misslyckade bilder (69%); 2 outlier-embedding(s)"
3706;Tristan Berrimore;;58% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;5;;58%;;ok(7);;0.1551;;0.7005;0;;"Få träningsbilder (5 st); Hög andel misslyckade bilder (58%)";
3707;Anna Darling;;53% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.303;7;;53%;;ok(8);;0.2318;;0.6618;0;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (53%)";
3708;Emma Koxxx;Lisa Pinelli;Personerna har liknande ansiktsdrag (avstånd 0.666). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Emma Koxxx har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Emma Koxxx har bara 2 bilder – samla fler träningsbilder.;0.303;2;10;60%;17%;ok(3);ok(2);0.0517;0.1664;0.6665;0;1;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Lisa Pinelli (avstånd 0.666); Hög andel misslyckade bilder (60%)";"Ömsesidig förväxling med Emma Koxxx (avstånd 0.666); 1 outlier-embedding(s)"
3709;Sorana;Sybelle Watson;Personerna har liknande ansiktsdrag (avstånd 0.624). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Sybelle Watson har 61% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.303;6;16;50%;61%;ok(6);ok(25);0.2050;0.2463;0.6240;0;1;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Sybelle Watson (avstånd 0.624)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Sorana (avstånd 0.624); Hög andel misslyckade bilder (61%); 1 outlier-embedding(s)"
3710;Anna Smith;Charli Maverick;Personerna har liknande ansiktsdrag (avstånd 0.634). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.303;8;6;47%;45%;ok(7);ok(5);0.1950;0.1442;0.6337;1;0;"Ömsesidig förväxling med Charli Maverick (avstånd 0.634); 1 outlier-embedding(s)";"Få träningsbilder (6 st); Ömsesidig förväxling med Anna Smith (avstånd 0.634)"
3711;Julissa Delor;;57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;6;;57%;;ok(8);;0.1907;;0.6802;0;;"Få träningsbilder (6 st); Hög andel misslyckade bilder (57%)";
3712;Zoe Stunner;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;3;;40%;;ok(2);;0.1249;;0.6700;0;;Mycket få träningsbilder (3 st);
3713;Carmella Anderson;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;3;;50%;;ok(3);;0.1049;;0.6638;0;;Mycket få träningsbilder (3 st);
3714;Stephanie Renee;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;9;;36%;;ok(5);;0.2594;;0.6669;1;;"Medelhög varians – möjligen blandade bilder; 1 outlier-embedding(s)";
3715;Jordan Skye;Ciara Rose;Personerna har liknande ansiktsdrag (avstånd 0.620). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Ciara Rose har 62% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;5;6;44%;62%;ok(4);ok(10);0.1826;0.1766;0.6198;0;0;"Få träningsbilder (5 st); Ömsesidig förväxling med Ciara Rose (avstånd 0.620)";"Få träningsbilder (6 st); Ömsesidig förväxling med Jordan Skye (avstånd 0.620); Hög andel misslyckade bilder (62%)"
3716;Veronika Raquel;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.302;10;;29%;;ok(4);;0.3143;;0.6301;1;;"Hög varians – troligen blandade identiteter i mappen; 1 outlier-embedding(s)";
3717;Ava Adore;Kerry Marie;Personerna har liknande ansiktsdrag (avstånd 0.661). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Ava Adore har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;4;25;56%;29%;ok(5);ok(10);0.1270;0.1783;0.6607;0;2;"Få träningsbilder (4 st); Ömsesidig förväxling med Kerry Marie (avstånd 0.661); Hög andel misslyckade bilder (56%)";"Ömsesidig förväxling med Ava Adore (avstånd 0.661); 2 outlier-embedding(s)"
3718;Portia Paris;;57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;6;;57%;;ok(8);;0.1719;;0.5815;0;;"Få träningsbilder (6 st); Hög andel misslyckade bilder (57%)";
3719;Little Miss Chaos;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;5;;17%;;ok(1);;0.2381;;0.6885;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder";
3720;Gal Ritchie;;63% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;7;;63%;;ok(12);;0.2117;;0.6973;0;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (63%)";
3721;Jada Doll;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;9;;44%;;ok(7);;0.2430;;0.6550;1;;"Medelhög varians – möjligen blandade bilder; 1 outlier-embedding(s)";
3722;Brooklyn Rose;;56% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;4;;56%;;ok(5);;0.1268;;0.6727;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (56%)";
3723;Yuna Himekawa;Baby Sid;Personerna har liknande ansiktsdrag (avstånd 0.699). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Baby Sid har 69% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;5;20;50%;69%;ok(5);"high_yaw(31); no_faces(6); low_focus(5)";0.1712;0.2250;0.6988;0;2;"Få träningsbilder (5 st); Ömsesidig förväxling med Baby Sid (avstånd 0.699)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Yuna Himekawa (avstånd 0.699); Hög andel misslyckade bilder (69%); 2 outlier-embedding(s)"
3724;Jasmine Love;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 62% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;3;;62%;;ok(5);;0.0796;;0.7726;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (62%)";
3725;Maddie Cross;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;3;;57%;;ok(4);;0.0902;;0.6828;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (57%)";
3726;Sonia Best;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;2;;60%;;ok(3);;0.0511;;0.7108;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (60%)";
3727;Rosie Cooper;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.302;8;;27%;;ok(3);;0.3166;;0.7125;0;;Hög varians – troligen blandade identiteter i mappen;
3728;Brooklyn Gray;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen. | 59% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;12;;59%;;ok(17);;0.3872;;0.6837;0;;"Hög varians – troligen blandade identiteter i mappen; Hög andel misslyckade bilder (59%)";
3729;Renee Jordan;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;4;;20%;;ok(1);;0.1977;;0.6988;0;;Få träningsbilder (4 st);
3730;Samantha Mendexz;;82% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;4;;82%;;"no_faces(12); high_yaw(6)";;0.0741;;0.6863;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (82%)";
3731;Victoria Popova;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;3;;50%;;ok(3);;0.1043;;0.6742;0;;Mycket få träningsbilder (3 st);
3732;Lia Ponce;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;3;;40%;;ok(2);;0.1242;;0.6841;0;;Mycket få träningsbilder (3 st);
3733;Jamie Marleigh;Adriana Maya;Hög varians i Adriana Maya tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Adriana Maya har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;9;24;50%;56%;ok(9);"no_faces(15); low_focus(11); high_yaw(3)";0.1658;0.2590;0.5505;1;1;"Ömsesidig förväxling med Adriana Maya (avstånd 0.551); 1 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Jamie Marleigh (avstånd 0.551); Hög andel misslyckade bilder (56%); 1 outlier-embedding(s)"
3734;Carrie Romano;Brandi Lynn Anderson;Personerna har liknande ansiktsdrag (avstånd 0.655). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder.;0.302;8;8;20%;50%;ok(2);ok(8);0.2475;0.1738;0.6553;1;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Brandi Lynn Anderson (avstånd 0.655); 1 outlier-embedding(s)";"Ömsesidig förväxling med Carrie Romano (avstånd 0.655); 1 outlier-embedding(s)"
3735;Emily Bender;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;4;;50%;;ok(4);;0.1375;;0.6832;0;;Få träningsbilder (4 st);
3736;Zenda Sexy;Kitty Lovedream;Personerna har liknande ansiktsdrag (avstånd 0.654). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Kitty Lovedream har 65% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;8;22;43%;65%;ok(6);ok(40);0.2018;0.1816;0.6542;1;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Kitty Lovedream (avstånd 0.654); 1 outlier-embedding(s)";"Ömsesidig förväxling med Zenda Sexy (avstånd 0.654); Hög andel misslyckade bilder (65%); 1 outlier-embedding(s)"
3737;Georgie Emily;;60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;4;;60%;;ok(6);;0.1174;;0.6590;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (60%)";
3738;Shelley Bliss;Serena Wood;Hög varians i Shelley Bliss tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.302;8;42;50%;42%;ok(8);ok(31);0.2707;0.1930;0.6560;0;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Serena Wood (avstånd 0.656)";"Ömsesidig förväxling med Shelley Bliss (avstånd 0.656); 1 outlier-embedding(s)"
3739;Cristina Blond;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;2;;50%;;high_yaw(2);;0.0706;;0.6669;0;;Mycket få träningsbilder (2 st);
3740;Gretchen;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.302;3;;40%;;ok(2);;0.1240;;0.7153;0;;Mycket få träningsbilder (3 st);
3741;Ai Uehara;;79% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;9;;79%;;ok(33);;0.2468;;0.6581;0;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (79%)";
3742;Ella Marie;Kate Dee;Hög varians i Kate Dee tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.302;25;26;50%;37%;"high_yaw(15); no_faces(9); low_focus(1)";"high_yaw(9); low_focus(3); no_faces(2)";0.2470;0.2645;0.4434;2;1;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Kate Dee (avstånd 0.443); 2 outlier-embedding(s)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Ella Marie (avstånd 0.443); 1 outlier-embedding(s)"
3743;Dani Montes;;60% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;4;;60%;;ok(6);;0.1172;;0.7095;0;;"Få träningsbilder (4 st); Hög andel misslyckade bilder (60%)";
3744;Xo Rivera;;63% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;11;;63%;;"no_faces(10); high_yaw(7); low_focus(1)";;0.2833;;0.6183;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (63%); 1 outlier-embedding(s)";
3745;Gabby Kristie;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;4;;33%;;ok(2);;0.1705;;0.6763;0;;Få träningsbilder (4 st);
3746;Gabby Lamb;Samy Fox;Personerna har liknande ansiktsdrag (avstånd 0.628). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Gabby Lamb har 56% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Samy Fox har 65% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.302;4;17;56%;65%;ok(5);ok(31);0.1261;0.2234;0.6284;0;2;"Få träningsbilder (4 st); Ömsesidig förväxling med Samy Fox (avstånd 0.628); Hög andel misslyckade bilder (56%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Gabby Lamb (avstånd 0.628); Hög andel misslyckade bilder (65%); 2 outlier-embedding(s)"
3747;Anna Smart;;53% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.302;9;;53%;;"high_yaw(4); no_faces(3); low_focus(3)";;0.2244;;0.6838;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)";
3748;Bibette Blanche;Jamie Jackson;Hög varians i Jamie Jackson tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.302;6;10;45%;50%;ok(5);ok(10);0.2017;0.2884;0.5914;0;0;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Jamie Jackson (avstånd 0.591)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Bibette Blanche (avstånd 0.591)"
3749;Rebecca Rainbow;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.302;5;;43%;;ok(3);;0.1847;;0.6768;0;;Få träningsbilder (5 st);
