Rank;Person A;Person B;Recommendation;Uncertainty Score;Samples A;Samples B;Fail Rate A;Fail Rate B;Fail Reasons A;Fail Reasons B;Intra Variance A;Intra Variance B;Confusion Distance;Outliers A;Outliers B;Issue A;Issue B
338;Veranda Kanis;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.372;5;;0%;;;;0.4103;;0.7265;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen";
339;Angel Karyna;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 83% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.372;2;;83%;;ok(10);;0.1432;;0.6390;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (83%)";
340;Sammie Black;;56% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;4;;56%;;ok(5);;0.2652;;0.6428;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (56%)";
341;Jade Jolie;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;3;;57%;;ok(4);;0.2108;;0.5822;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (57%)";
342;Rika Aina;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.371;3;;50%;;ok(3);;0.2427;;0.6497;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder";
343;Nikita Bellucci;;56% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;4;;56%;;ok(5);;0.2649;;0.6545;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (56%)";
344;Chinatsu Kurusu;;86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;7;;86%;;"high_yaw(30); low_focus(9); no_faces(4)";;0.2346;;0.5309;0;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (86%)";
345;Alisa A Castalia;Tamara Dix;Hög varians i Alisa A Castalia tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.371;7;6;42%;40%;ok(5);ok(4);0.3923;0.1511;0.6430;0;0;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Tamara Dix (avstånd 0.643)";"Få träningsbilder (6 st); Ömsesidig förväxling med Alisa A Castalia (avstånd 0.643)"
346;Sara Scott;;88% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;6;;88%;;"high_yaw(24); no_faces(17); low_focus(3)";;0.2662;;0.6953;0;;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (88%)";
347;Joy Luxx;Sienna Dream;Personerna har liknande ansiktsdrag (avstånd 0.582). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Joy Luxx har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sienna Dream har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.371;4;11;88%;78%;"high_yaw(20); no_faces(8)";"high_yaw(24); no_faces(15)";0.1769;0.2366;0.5818;0;1;"Få träningsbilder (4 st); Ömsesidig förväxling med Sienna Dream (avstånd 0.582); Hög andel misslyckade bilder (88%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Joy Luxx (avstånd 0.582); Hög andel misslyckade bilder (78%); 1 outlier-embedding(s)"
348;Wanda Curtis;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 73% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;3;;73%;;ok(8);;0.1965;;0.6465;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (73%)";
349;Charlie Valentine;;53% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;7;;53%;;ok(8);;0.2734;;0.6839;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (53%); 1 outlier-embedding(s)";
350;Kacie Castle;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;2;;67%;;ok(4);;0.1749;;0.6941;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (67%)";
351;Mia Nix;;69% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;4;;69%;;ok(9);;0.2364;;0.6837;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (69%)";
352;Wendy Jayne;Zora Banks;Personerna har liknande ansiktsdrag (avstånd 0.660). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Wendy Jayne har 88% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Zora Banks har 59% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.371;6;13;88%;59%;"high_yaw(30); low_focus(9); no_faces(5)";"no_faces(12); high_yaw(6); low_focus(1)";0.1543;0.1118;0.6599;1;1;"Få träningsbilder (6 st); Ömsesidig förväxling med Zora Banks (avstånd 0.660); Hög andel misslyckade bilder (88%); 1 outlier-embedding(s)";"Ömsesidig förväxling med Wendy Jayne (avstånd 0.660); Hög andel misslyckade bilder (59%); 1 outlier-embedding(s)"
353;Klara Gold;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.371;5;;44%;;ok(4);;0.3189;;0.6429;0;;"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen";
354;Arisa Aoyama;Sasa Handa;Hög varians i Arisa Aoyama tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person.;0.371;6;5;40%;0%;ok(4);;0.3457;0.1660;0.5882;0;0;"Få träningsbilder (6 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Sasa Handa (avstånd 0.588)";"Få träningsbilder (5 st); Ömsesidig förväxling med Arisa Aoyama (avstånd 0.588)"
355;Tyla Moore;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.371;2;;86%;;ok(12);;0.1363;;0.6387;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (86%)";
356;Jayden Rose;Sasha Darkheart;Personerna har liknande ansiktsdrag (avstånd 0.629). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Jayden Rose har 60% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sasha Darkheart har 58% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Jayden Rose har bara 3 bilder – samla fler träningsbilder.;0.370;3;5;60%;58%;ok(6);ok(7);0.2208;0.1478;0.6291;0;0;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Sasha Darkheart (avstånd 0.629); Hög andel misslyckade bilder (60%)";"Få träningsbilder (5 st); Ömsesidig förväxling med Jayden Rose (avstånd 0.629); Hög andel misslyckade bilder (58%)"
357;Linda Brown;;84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;7;;84%;;"no_faces(20); high_yaw(17)";;0.2107;;0.6681;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (84%); 1 outlier-embedding(s)";
358;Sisi Rose;;59% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;7;;59%;;ok(10);;0.2613;;0.6027;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (59%); 1 outlier-embedding(s)";
359;Nimue;;84% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;8;;84%;;"no_faces(27); high_yaw(9); low_focus(6)";;0.2561;;0.7280;1;;"Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (84%); 1 outlier-embedding(s)";
360;Tamra Toryn;;81% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;4;;81%;;ok(17);;0.2115;;0.6288;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (81%)";
361;Cintia Silver;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;2;;67%;;ok(4);;0.1733;;0.6846;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (67%)";
362;Rose Valerie;;76% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;5;;76%;;"high_yaw(8); no_faces(4); low_focus(4)";;0.2543;;0.6509;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (76%)";
363;Tiffany Skye;Sandy Beach;Hög varians i Sandy Beach tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Tiffany Skye har 86% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.370;4;29;86%;47%;ok(25);"high_yaw(22); low_focus(3); no_faces(1)";0.2008;0.3854;0.6251;0;1;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Sandy Beach (avstånd 0.625); Hög andel misslyckade bilder (86%)";"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Tiffany Skye (avstånd 0.625); 1 outlier-embedding(s)"
364;Samantha Alexandra;;72% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;5;;72%;;ok(13);;0.2619;;0.6393;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (72%)";
365;Amy Fair;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 75% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.370;2;;75%;;ok(6);;0.1560;;0.6842;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (75%)";
366;Carlye Denise;Vanessa Mio;Personerna har liknande ansiktsdrag (avstånd 0.673). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Carlye Denise har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Carlye Denise har bara 2 bilder – samla fler träningsbilder.;0.370;2;20;78%;33%;ok(7);"high_yaw(7); no_faces(3)";0.1505;0.2161;0.6728;0;0;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Vanessa Mio (avstånd 0.673); Hög andel misslyckade bilder (78%)";"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Carlye Denise (avstånd 0.673)"
367;Rebecca Lynn;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.370;6;;45%;;ok(5);;0.3482;;0.6710;0;;"Få träningsbilder (6 st); Hög varians – troligen blandade identiteter i mappen";
368;Strawberry Sandy;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.369;6;;50%;;ok(6);;0.2279;;0.6985;1;;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; 1 outlier-embedding(s)";
369;Ava Lauren;;67% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;7;;67%;;ok(14);;0.2433;;0.6777;1;;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (67%); 1 outlier-embedding(s)";
370;Roxy Roz;;Låg men mätbar osäkerhet – ingen akut åtgärd krävs.;0.369;6;;33%;;ok(3);;0.2606;;0.7153;1;;"Få träningsbilder (6 st); Medelhög varians – möjligen blandade bilder; 1 outlier-embedding(s)";
371;Elfa Floria;;Bara 2 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;2;;86%;;ok(12);;0.1331;;0.6802;0;;"Mycket få träningsbilder (2 st); Hög andel misslyckade bilder (86%)";
372;Darlene Amaro;Rochelle Sweet;Personerna har liknande ansiktsdrag (avstånd 0.669). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Darlene Amaro har 57% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Darlene Amaro har bara 3 bilder – samla fler träningsbilder.;0.369;3;4;57%;20%;ok(4);ok(1);0.2235;0.2245;0.6691;0;0;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Rochelle Sweet (avstånd 0.669); Hög andel misslyckade bilder (57%)";"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Darlene Amaro (avstånd 0.669)"
373;Janelle B Yasmi;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 73% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;3;;73%;;ok(8);;0.1920;;0.6792;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (73%)";
374;Sammi Jay;Sarah Camryn;Personerna har liknande ansiktsdrag (avstånd 0.569). → Kontrollera att bilderna ligger i rätt mappar. Överväg att lägga till fler distinkta bilder. | Sammi Jay har 78% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sarah Camryn har 58% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Sammi Jay har bara 2 bilder – samla fler träningsbilder.;0.369;2;21;78%;58%;ok(7);high_yaw(29);0.1076;0.1662;0.5685;0;1;"Mycket få träningsbilder (2 st); Ömsesidig förväxling med Sarah Camryn (avstånd 0.569); Hög andel misslyckade bilder (78%)";"Ömsesidig förväxling med Sammi Jay (avstånd 0.569); Hög andel misslyckade bilder (58%); 1 outlier-embedding(s)"
375;Charli Chavez;;55% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.369;5;;55%;;ok(6);;0.2949;;0.6773;0;;"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (55%)";
376;The Tantra Twins;Brooke Shields;Hög varians i Brooke Shields tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | The Tantra Twins har 97% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;4;5;97%;25%;ok(112);ok(2);0.1771;0.3219;0.6271;0;0;"Få träningsbilder (4 st); Ömsesidig förväxling med Brooke Shields (avstånd 0.627); Hög andel misslyckade bilder (97%)";"Få träningsbilder (5 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med The Tantra Twins (avstånd 0.627)"
377;Vivian Lauren;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen.;0.368;3;;50%;;ok(3);;0.2368;;0.6526;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder";
378;Adrienne Kiss;;Hög varians tyder på att mappen innehåller bilder av flera personer. → Granska och rensa mappen.;0.368;4;;33%;;ok(2);;0.3035;;0.7233;0;;"Få träningsbilder (4 st); Hög varians – troligen blandade identiteter i mappen";
379;Ana Bela;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 57% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;3;;57%;;ok(4);;0.2225;;0.6133;0;;"Mycket få träningsbilder (3 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (57%)";
380;Sabina Taylor;;Bara 3 träningsbild(er). → Samla fler bilder för att förbättra igenkänningen. | 70% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;3;;70%;;ok(7);;0.1966;;0.6370;0;;"Mycket få träningsbilder (3 st); Hög andel misslyckade bilder (70%)";
381;Carla Cute;Leisel Bonnke;Hög varians i Carla Cute tyder på blandade identiteter. → Granska bilderna i mappen och flytta felplacerade bilder till rätt person. | Carla Cute har 72% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;8;8;72%;38%;ok(21);no_faces(5);0.2503;0.1281;0.5811;1;0;"Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Leisel Bonnke (avstånd 0.581); Hög andel misslyckade bilder (72%); 1 outlier-embedding(s)";Ömsesidig förväxling med Carla Cute (avstånd 0.581)
382;Gia Jordan;Talia Monet;Hög varians i Gia Jordan och Talia Monet tyder på blandade identiteter. → Granska bilderna i dessa mappar och flytta felplacerade bilder till rätt person. | Gia Jordan har 86% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre. | Talia Monet har 80% misslyckade bilder – byt ut lågkvalitetsbilder mot bättre.;0.368;7;10;86%;80%;"no_faces(21); high_yaw(18); low_focus(4)";"no_faces(24); high_yaw(16)";0.2955;0.4060;0.5987;0;0;"Få träningsbilder (7 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Talia Monet (avstånd 0.599); Hög andel misslyckade bilder (86%)";"Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Gia Jordan (avstånd 0.599); Hög andel misslyckade bilder (80%)"
383;Yuki Maya;;86% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;7;;86%;;"high_yaw(27); low_focus(15); no_faces(1)";;0.1921;;0.5904;1;;"Få träningsbilder (7 st); Hög andel misslyckade bilder (86%); 1 outlier-embedding(s)";
384;Dolores Haze;;56% av bilderna misslyckades. → Byt ut dåliga bilder mot tydligare ansiktsfoton.;0.368;4;;56%;;ok(5);;0.2578;;0.7055;0;;"Få träningsbilder (4 st); Medelhög varians – möjligen blandade bilder; Hög andel misslyckade bilder (56%)";
385;Dona Speir;Racquel Darrian;Hög varians i Dona Speir och Racquel Darrian tyder på blandade identiteter. → Granska bilderna i dessa mappar och flytta felplacerade bilder till rätt person.;0.368;7;5;12%;44%;ok(1);ok(4);0.4438;0.2827;0.6228;0;0;"Få träningsbilder (7 st); Hög varians – troligen blandade identiteter i mappen; Ömsesidig förväxling med Racquel Darrian (avstånd 0.623)";"Få träningsbilder (5 st); Medelhög varians – möjligen blandade bilder; Ömsesidig förväxling med Dona Speir (avstånd 0.623)"
